CustomerID,Age,Gender,City,Employment_Type,Annual_Income,Credit_Score,Tenure_Months,Avg_Monthly_Balance,Balance_Change_Ratio,Mobile_App_Logins,UPI_Transactions,ATM_Withdrawals,NetBanking_Usage,Complaint_Tickets,Call_Center_Interactions,Has_Credit_Card,Has_Loan,Has_Insurance,Churn
IB020869,70,Female,Agra,Business,,757.0,113,176480.0,-0.0258,8.0,14.0,4.0,11.0,1.0,1.0,1,1,0,0
IB028951,21,Female,Agra,Salaried,764600.0,,1,7470.0,-0.0503,9.0,23.0,5.0,5.0,2.0,2.0,0,1,1,0
IB047096,64,Male,Lucknow,Salaried,605400.0,640.0,140,17710.0,0.0218,,,7.0,,2.0,3.0,0,0,1,0
IB023454,31,Female,Surat,Salaried,605500.0,643.0,108,35530.0,0.0213,7.0,8.0,2.0,8.0,1.0,1.0,1,0,0,0
IB007803,30,Female,Guwahati,Self_Employed,,621.0,55,142760.0,-0.0705,7.0,17.0,6.0,6.0,1.0,1.0,0,0,0,0
IB011305,67,Male,Vadodara,Salaried,744500.0,675.0,120,40400.0,-0.0556,2.0,2.0,3.0,2.0,1.0,1.0,0,0,1,0
IB044948,36,Male,Chennai,Business,,642.0,122,99030.0,0.0778,9.0,16.0,3.0,7.0,2.0,4.0,0,0,1,0
IB045032,37,Female,Hyderabad,Business,,777.0,183,180870.0,0.2207,7.0,19.0,2.0,3.0,1.0,2.0,0,0,0,0
IB031720,69,Male,Jaipur,Retired,383700.0,677.0,82,17760.0,-0.0404,2.0,3.0,4.0,4.0,0.0,3.0,0,1,1,0
IB021012,37,Male,Pune,Salaried,621800.0,552.0,188,36460.0,-0.1654,11.0,9.0,0.0,2.0,0.0,5.0,0,1,0,0
IB042888,60,Male,Pune,Salaried,643600.0,672.0,114,53230.0,-0.0052,3.0,5.0,5.0,4.0,3.0,7.0,0,0,1,0
IB032912,61,Female,Mumbai,Business,,692.0,164,59360.0,-0.0428,5.0,5.0,7.0,0.0,1.0,6.0,1,0,0,0
IB036761,32,Male,Bengaluru,Retired,507400.0,588.0,127,30670.0,0.0107,9.0,11.0,4.0,4.0,1.0,1.0,0,0,0,0
IB032209,66,Male,Delhi,Salaried,696100.0,668.0,148,33700.0,-0.091,,,3.0,,2.0,2.0,0,1,1,0
IB008332,65,Female,Jaipur,Salaried,616400.0,737.0,94,,,,,3.0,,1.0,1.0,0,0,0,1
IB027150,56,Male,Hyderabad,Salaried,872400.0,674.0,186,78290.0,-0.1356,10.0,11.0,3.0,6.0,2.0,,0,0,1,0
IB033166,21,Male,Surat,Salaried,463700.0,,1,27680.0,-0.0176,12.0,14.0,1.0,5.0,5.0,6.0,1,0,0,1
IB001521,59,Male,Delhi,Self_Employed,,684.0,150,38220.0,-0.1373,7.0,9.0,2.0,5.0,0.0,,0,0,0,0
IB042435,58,Male,Bengaluru,Business,1227800.0,658.0,129,91600.0,0.0321,5.0,20.0,5.0,11.0,1.0,3.0,1,0,0,0
IB009782,34,Male,Visakhapatnam,Salaried,728200.0,686.0,126,24830.0,-0.1099,7.0,9.0,3.0,4.0,3.0,2.0,0,0,1,1
IB019360,54,Male,Visakhapatnam,Self_Employed,,595.0,140,68030.0,-0.1325,5.0,7.0,7.0,4.0,1.0,,0,0,1,0
IB000283,24,Male,Ghaziabad,Salaried,552000.0,,64,19760.0,-0.4389,12.0,11.0,5.0,7.0,0.0,0.0,1,0,0,1
IB005768,58,Male,Mumbai,Self_Employed,875800.0,675.0,154,74840.0,-0.088,7.0,7.0,1.0,5.0,1.0,2.0,1,0,1,0
IB006269,38,Male,Ludhiana,Retired,491500.0,676.0,133,,,8.0,8.0,5.0,5.0,0.0,0.0,0,0,0,0
IB039010,33,Male,Rajkot,Salaried,630400.0,619.0,107,53950.0,-0.1773,9.0,13.0,4.0,5.0,0.0,3.0,0,0,0,0
IB011637,47,Female,Chennai,Salaried,693700.0,652.0,148,35470.0,0.0169,8.0,8.0,3.0,2.0,1.0,,1,1,0,0
IB031348,42,Male,Chennai,Self_Employed,670800.0,644.0,92,54530.0,-0.0557,14.0,17.0,3.0,3.0,2.0,,0,0,0,0
IB046338,68,Female,Kochi,Self_Employed,1337600.0,704.0,192,11990.0,-0.0585,,,5.0,,4.0,3.0,0,0,0,0
IB038853,21,Female,Mumbai,Salaried,568600.0,554.0,5,38440.0,0.0453,8.0,12.0,5.0,4.0,0.0,1.0,0,0,0,0
IB035717,37,Female,Hyderabad,Business,,703.0,219,252760.0,-0.2446,9.0,17.0,3.0,11.0,2.0,1.0,1,0,0,0
IB016917,45,Male,Bengaluru,Salaried,970600.0,664.0,139,45430.0,0.0095,7.0,5.0,0.0,1.0,1.0,,0,0,0,0
IB014421,37,Female,Delhi,Salaried,948400.0,622.0,116,20700.0,-0.4174,4.0,15.0,7.0,6.0,5.0,5.0,0,1,0,1
IB044921,44,Male,Agra,Salaried,905300.0,693.0,153,63860.0,-0.0597,6.0,11.0,1.0,6.0,1.0,3.0,0,0,0,0
IB026769,21,Female,Kolkata,Salaried,602900.0,,36,21270.0,-0.1469,11.0,15.0,,3.0,0.0,4.0,1,0,1,1
IB014389,22,Male,Faridabad,Salaried,1192800.0,562.0,48,63270.0,0.0686,8.0,13.0,,13.0,2.0,5.0,1,0,1,0
IB007724,48,Female,Hyderabad,Student,221300.0,684.0,137,840.0,0.0447,5.0,6.0,4.0,2.0,0.0,4.0,0,0,0,0
IB000846,30,Male,Vadodara,Salaried,271300.0,594.0,95,15910.0,0.093,7.0,10.0,,5.0,2.0,3.0,0,1,0,0
IB028458,39,Male,Mumbai,Salaried,523700.0,605.0,174,24760.0,-0.0661,12.0,14.0,5.0,6.0,1.0,0.0,0,1,1,0
IB041533,27,Male,Vadodara,Salaried,419500.0,560.0,71,42430.0,-0.0956,16.0,19.0,3.0,7.0,0.0,0.0,0,1,0,0
IB015756,47,Female,Ahmedabad,Self_Employed,726900.0,662.0,158,,,8.0,12.0,2.0,4.0,0.0,4.0,1,0,0,0
IB036071,56,Male,Hyderabad,Salaried,945900.0,674.0,136,75830.0,-0.252,7.0,11.0,5.0,4.0,5.0,8.0,0,0,0,1
IB030424,63,Female,Lucknow,Self_Employed,,627.0,143,67480.0,-0.0156,,,8.0,,1.0,1.0,1,0,1,0
IB017019,66,Female,Hyderabad,Salaried,910900.0,718.0,193,70820.0,-0.0602,,,4.0,,0.0,1.0,0,0,0,0
IB025867,59,Male,Delhi,Self_Employed,737800.0,667.0,142,19540.0,-0.2936,5.0,15.0,2.0,2.0,5.0,,1,0,1,1
IB042042,59,Female,Pimpri-Chinchwad,Salaried,487200.0,679.0,202,21290.0,0.0505,6.0,6.0,5.0,5.0,1.0,3.0,0,0,1,0
IB033829,58,Female,Hyderabad,Self_Employed,,677.0,159,,,4.0,9.0,,5.0,0.0,1.0,0,1,0,0
IB004412,55,Male,Pune,Salaried,812600.0,645.0,153,25840.0,0.002,0.0,9.0,4.0,2.0,0.0,2.0,1,0,1,0
IB040802,67,Male,Coimbatore,Business,972200.0,759.0,177,152630.0,-0.011,5.0,1.0,4.0,2.0,,3.0,1,0,1,0
IB003027,71,Female,Kolkata,Salaried,767100.0,637.0,139,,,,,7.0,,4.0,4.0,0,0,1,1
IB042010,68,Male,Kochi,Retired,427100.0,687.0,181,27590.0,-0.1745,,,4.0,,,2.0,1,1,1,0
IB046035,33,Female,Hyderabad,Self_Employed,1566500.0,652.0,113,154080.0,-0.129,9.0,15.0,5.0,6.0,1.0,1.0,0,0,0,0
IB032356,68,Female,Mumbai,Retired,381600.0,724.0,99,36460.0,0.0007,,,8.0,,1.0,2.0,0,1,1,0
IB033989,52,Male,Pimpri-Chinchwad,Self_Employed,,576.0,107,18840.0,-0.6623,14.0,5.0,6.0,2.0,4.0,3.0,0,1,1,1
IB025426,57,Male,Pune,Business,,634.0,164,104300.0,0.0574,8.0,20.0,5.0,7.0,0.0,0.0,1,1,0,0
IB041674,41,Female,Agra,Salaried,362100.0,614.0,157,8290.0,-0.1222,4.0,9.0,4.0,7.0,1.0,4.0,1,0,0,0
IB024371,53,Female,Jaipur,Student,246700.0,610.0,138,5200.0,-0.0861,7.0,4.0,5.0,2.0,0.0,0.0,0,1,0,1
IB038168,32,Male,Ahmedabad,Salaried,400100.0,577.0,77,27870.0,0.0196,12.0,12.0,3.0,5.0,1.0,3.0,1,0,0,0
IB006708,60,Male,Indore,Retired,568500.0,641.0,120,38800.0,0.0119,2.0,4.0,9.0,2.0,0.0,1.0,1,0,0,0
IB026331,69,Male,Mumbai,Salaried,1523700.0,710.0,97,79830.0,0.0112,,,,,0.0,1.0,0,0,1,0
IB030889,40,Female,Ranchi,Salaried,597300.0,693.0,136,,,10.0,13.0,5.0,2.0,5.0,4.0,0,0,0,0
IB033383,22,Male,Rajkot,Salaried,517400.0,,9,,,13.0,20.0,3.0,9.0,1.0,1.0,0,1,0,0
IB020804,23,Male,Mumbai,Salaried,483700.0,,37,6210.0,0.1687,21.0,17.0,1.0,7.0,3.0,2.0,1,0,0,0
IB049957,69,Male,Kolkata,Salaried,642100.0,711.0,211,12650.0,-0.372,,,,,3.0,1.0,0,0,0,0
IB041927,34,Male,Lucknow,Salaried,526500.0,619.0,77,35710.0,-0.0817,13.0,14.0,1.0,11.0,3.0,6.0,0,0,1,0
IB010835,27,Male,Kochi,Business,,667.0,35,128400.0,-0.2807,8.0,9.0,4.0,10.0,1.0,1.0,1,1,0,1
IB016437,60,Female,Delhi,Self_Employed,1650800.0,661.0,220,,,3.0,20.0,5.0,9.0,2.0,4.0,1,0,1,0
IB030888,45,Female,Surat,Business,1045300.0,625.0,201,89050.0,-0.1685,6.0,19.0,5.0,7.0,,2.0,1,0,1,0
IB049572,35,Female,Bengaluru,Salaried,652500.0,642.0,143,70220.0,-0.1314,12.0,12.0,5.0,10.0,1.0,1.0,1,0,0,0
IB028618,30,Female,Indore,Student,250100.0,555.0,78,3900.0,-0.0428,6.0,15.0,4.0,10.0,0.0,0.0,0,0,0,1
IB039194,33,Male,Varanasi,Self_Employed,1027400.0,661.0,127,37620.0,-0.0088,11.0,16.0,1.0,11.0,1.0,1.0,1,0,1,0
IB039233,48,Female,Kolkata,Salaried,664200.0,663.0,121,22510.0,0.0839,11.0,11.0,3.0,4.0,0.0,1.0,0,0,1,0
IB010687,67,Male,Rajkot,Salaried,886300.0,705.0,87,62420.0,-0.0476,,,2.0,,1.0,1.0,0,1,1,0
IB046671,36,Male,Surat,Retired,619700.0,582.0,67,15260.0,0.0557,7.0,12.0,,5.0,1.0,2.0,1,0,0,1
IB048098,30,Male,Vadodara,Retired,577600.0,651.0,88,25920.0,-0.1907,8.0,9.0,1.0,6.0,2.0,2.0,1,1,0,1
IB007195,24,Female,Mumbai,Self_Employed,,597.0,32,24620.0,-0.016,12.0,13.0,3.0,7.0,1.0,0.0,0,1,0,0
IB013684,59,Male,Amritsar,Business,,579.0,161,74120.0,-0.0891,6.0,12.0,7.0,3.0,2.0,4.0,1,0,0,0
IB041880,50,Female,Ahmedabad,Self_Employed,,601.0,135,,,6.0,20.0,5.0,10.0,0.0,1.0,1,0,0,0
IB005366,34,Female,Surat,Salaried,499400.0,618.0,161,24550.0,0.0914,12.0,13.0,5.0,5.0,3.0,1.0,0,0,0,0
IB006747,56,Female,Delhi,Salaried,770100.0,688.0,103,15060.0,-0.1955,7.0,6.0,3.0,7.0,2.0,8.0,1,0,1,1
IB010588,55,Female,Mumbai,Business,1797100.0,731.0,195,54300.0,-0.0023,9.0,13.0,4.0,12.0,0.0,0.0,1,1,0,0
IB030621,49,Female,Lucknow,Retired,347300.0,635.0,172,28300.0,-0.0208,9.0,13.0,3.0,1.0,2.0,1.0,0,1,0,0
IB046500,68,Female,Kolkata,Salaried,733300.0,659.0,135,34070.0,-0.0557,4.0,3.0,10.0,0.0,1.0,1.0,1,0,0,0
IB035118,60,Male,Delhi,Salaried,885800.0,693.0,212,40770.0,-0.1614,2.0,6.0,6.0,3.0,0.0,2.0,1,1,1,0
IB037941,31,Male,Agra,Self_Employed,,627.0,128,31310.0,0.0645,5.0,17.0,4.0,8.0,0.0,2.0,1,0,1,0
IB020154,21,Female,Chandigarh,Salaried,749900.0,606.0,36,44590.0,0.0543,8.0,21.0,,4.0,1.0,2.0,1,0,1,0
IB008752,55,Male,Hyderabad,Student,235500.0,679.0,152,8050.0,0.1499,10.0,9.0,5.0,3.0,1.0,4.0,1,0,0,0
IB039435,56,Male,Ahmedabad,Business,554700.0,611.0,218,84110.0,-0.0663,8.0,10.0,10.0,5.0,,,0,0,0,0
IB007791,34,Male,Pune,Salaried,1078600.0,725.0,101,,,6.0,12.0,2.0,8.0,1.0,1.0,0,0,0,1
IB028718,29,Female,Patna,Salaried,913800.0,656.0,83,50320.0,0.1493,17.0,13.0,,7.0,4.0,3.0,1,0,0,0
IB011706,55,Female,Kanpur,Salaried,1038700.0,711.0,170,,,1.0,22.0,,6.0,1.0,4.0,0,0,0,0
IB011633,27,Female,Faridabad,Retired,401300.0,568.0,59,1420.0,0.2614,13.0,16.0,5.0,10.0,4.0,5.0,0,0,1,0
IB030681,46,Female,Chennai,Self_Employed,1178600.0,668.0,100,110790.0,0.1021,7.0,18.0,4.0,13.0,1.0,4.0,1,0,1,0
IB038379,25,Female,Delhi,Student,234700.0,629.0,25,,,12.0,14.0,3.0,5.0,1.0,3.0,1,1,1,0
IB021539,66,Male,Jaipur,Business,3452800.0,752.0,204,419830.0,0.0652,,,7.0,,0.0,2.0,1,1,0,0
IB029938,69,Female,Howrah,Salaried,1177800.0,657.0,171,88620.0,-0.2242,,,4.0,,1.0,0.0,0,0,1,0
IB006541,37,Male,Indore,Salaried,282700.0,614.0,84,14960.0,-0.1411,7.0,6.0,4.0,6.0,2.0,,0,1,0,0
IB006208,28,Male,Chennai,Retired,430400.0,627.0,120,37620.0,0.042,15.0,20.0,,7.0,2.0,4.0,1,0,0,0
IB045439,30,Female,Nashik,Retired,644700.0,674.0,50,,,18.0,12.0,1.0,5.0,1.0,1.0,0,1,0,0
IB002449,37,Male,Srinagar,Student,222100.0,635.0,96,9930.0,-0.1064,8.0,9.0,5.0,3.0,1.0,0.0,1,0,1,0
IB045379,51,Female,Thane,Salaried,637200.0,667.0,185,,,4.0,10.0,8.0,7.0,0.0,2.0,0,0,0,1
IB048688,41,Male,Noida,Retired,363600.0,673.0,116,12100.0,0.036,15.0,12.0,2.0,2.0,,0.0,1,0,0,0
IB041575,48,Male,Vadodara,Student,270300.0,710.0,168,7930.0,-0.0382,11.0,11.0,4.0,3.0,1.0,3.0,0,1,0,0
IB024925,21,Male,Surat,Salaried,1028900.0,623.0,36,19110.0,-0.138,11.0,10.0,7.0,8.0,0.0,2.0,1,0,1,0
IB026770,40,Female,Delhi,Student,216800.0,563.0,151,,,6.0,19.0,2.0,5.0,1.0,2.0,0,0,0,0
IB047342,41,Male,Guwahati,Business,1602400.0,686.0,176,128000.0,-0.1547,10.0,12.0,2.0,8.0,2.0,2.0,0,0,0,0
IB040036,54,Male,Bengaluru,Salaried,1288200.0,712.0,118,119080.0,-0.0732,6.0,21.0,6.0,13.0,0.0,3.0,1,0,0,0
IB037643,54,Male,Delhi,Salaried,829300.0,786.0,140,73700.0,-0.151,11.0,17.0,1.0,5.0,2.0,2.0,1,1,0,0
IB001935,58,Female,Amritsar,Student,387200.0,687.0,109,9430.0,-0.3452,8.0,9.0,5.0,1.0,3.0,2.0,1,0,0,0
IB007405,49,Male,Ghaziabad,Salaried,811800.0,671.0,109,52020.0,-0.1253,9.0,13.0,1.0,1.0,0.0,2.0,0,0,0,0
IB023474,50,Male,Ahmedabad,Self_Employed,1401500.0,776.0,161,72580.0,-0.03,7.0,20.0,1.0,4.0,0.0,3.0,1,0,0,0
IB048731,68,Female,Lucknow,Salaried,961200.0,667.0,101,33790.0,0.296,,,5.0,,0.0,1.0,1,1,1,0
IB014315,45,Female,Rajkot,Salaried,632900.0,606.0,143,21410.0,-0.3292,7.0,5.0,1.0,2.0,3.0,,0,0,1,0
IB009523,47,Female,Delhi,Business,2648700.0,699.0,155,141920.0,-0.1842,12.0,23.0,2.0,11.0,1.0,1.0,0,1,0,0
IB020744,68,Female,Meerut,Self_Employed,479800.0,694.0,168,12750.0,-0.5327,,,1.0,,4.0,3.0,0,0,0,1
IB035741,67,Male,Mumbai,Retired,490800.0,684.0,118,26370.0,0.077,,,7.0,,,2.0,1,0,1,0
IB044813,48,Male,Delhi,Business,,763.0,145,83570.0,-0.086,10.0,14.0,3.0,12.0,0.0,3.0,1,1,0,0
IB023238,67,Female,Chennai,Salaried,439600.0,616.0,92,4450.0,-0.0886,3.0,3.0,4.0,0.0,2.0,4.0,1,0,0,0
IB047245,58,Male,Bengaluru,Student,221500.0,659.0,171,3330.0,-0.6369,13.0,9.0,4.0,3.0,1.0,,0,1,0,1
IB036852,30,Female,Indore,Business,,612.0,79,31850.0,0.0391,11.0,10.0,3.0,4.0,2.0,4.0,0,1,0,1
IB006569,69,Male,Surat,Salaried,601400.0,787.0,126,25480.0,-0.3334,,,2.0,,,3.0,0,0,0,1
IB032144,25,Female,Bengaluru,Retired,261500.0,,36,6230.0,-0.0711,11.0,10.0,,5.0,1.0,,1,1,0,0
IB015214,61,Male,Mumbai,Retired,367800.0,672.0,139,27660.0,0.1917,2.0,4.0,7.0,3.0,1.0,4.0,0,1,0,0
IB003219,52,Female,Hyderabad,Business,1467400.0,590.0,134,,,7.0,18.0,2.0,6.0,2.0,3.0,0,1,0,0
IB008855,26,Male,Chennai,Salaried,625300.0,549.0,61,10530.0,-0.5793,9.0,11.0,3.0,13.0,3.0,3.0,1,0,1,1
IB046435,62,Female,Kolkata,Salaried,736400.0,694.0,191,60920.0,0.0497,4.0,13.0,8.0,1.0,0.0,2.0,1,1,1,0
IB039551,33,Female,Faridabad,Salaried,738800.0,653.0,94,12540.0,-0.0445,9.0,13.0,3.0,6.0,1.0,1.0,1,0,1,0
IB015671,63,Female,Ahmedabad,Salaried,975800.0,715.0,164,61010.0,-0.1032,,,2.0,,0.0,3.0,0,0,0,0
IB024380,53,Female,Amritsar,Retired,277600.0,591.0,101,34480.0,-0.2635,3.0,12.0,7.0,0.0,,1.0,0,0,1,1
IB002066,42,Female,Kolkata,Salaried,298800.0,666.0,173,5370.0,-0.0991,13.0,8.0,2.0,7.0,0.0,0.0,0,0,0,1
IB007228,24,Male,Mumbai,Self_Employed,2385800.0,630.0,72,99450.0,-0.4872,16.0,16.0,4.0,9.0,5.0,4.0,0,0,1,1
IB044163,58,Female,Rajkot,Salaried,851000.0,660.0,141,38580.0,0.0352,12.0,8.0,8.0,3.0,1.0,1.0,0,0,0,0
IB045618,58,Female,Hyderabad,Salaried,809200.0,750.0,164,25100.0,-0.1577,4.0,4.0,,3.0,0.0,2.0,1,0,1,0
IB006895,67,Male,Thane,Self_Employed,1072300.0,766.0,125,52500.0,-0.0648,,,,,3.0,,0,0,1,1
IB041120,24,Female,Visakhapatnam,Salaried,513900.0,,7,40290.0,0.151,9.0,18.0,,3.0,2.0,4.0,0,0,0,0
IB019175,71,Male,Noida,Business,,671.0,124,115200.0,-0.0947,,,,,3.0,4.0,1,0,1,0
IB013726,25,Female,Hyderabad,Student,135800.0,584.0,84,5660.0,0.0631,7.0,22.0,4.0,3.0,1.0,0.0,1,0,0,1
IB012030,59,Male,Varanasi,Business,1419200.0,676.0,137,26760.0,0.2696,8.0,18.0,6.0,13.0,2.0,4.0,0,1,0,1
IB043049,55,Male,Visakhapatnam,Business,,737.0,139,130810.0,0.0918,5.0,14.0,6.0,7.0,,,1,0,1,0
IB043194,22,Male,Madurai,Self_Employed,,606.0,44,,,9.0,15.0,4.0,5.0,2.0,2.0,1,1,0,0
IB025762,34,Female,Ghaziabad,Salaried,644100.0,739.0,89,24530.0,0.027,9.0,15.0,6.0,3.0,0.0,,0,0,0,0
IB047187,40,Male,Kochi,Self_Employed,,717.0,135,58810.0,-0.0543,4.0,22.0,,8.0,3.0,6.0,0,0,0,0
IB013270,70,Female,Surat,Student,203900.0,674.0,109,4280.0,-0.0181,,,6.0,,0.0,0.0,0,0,0,0
IB030215,29,Male,Mysuru,Retired,243800.0,711.0,114,22300.0,0.0456,13.0,15.0,4.0,3.0,0.0,,0,1,1,0
IB010028,55,Female,Chennai,Business,723000.0,640.0,114,86380.0,-0.1024,11.0,8.0,,2.0,0.0,1.0,0,1,0,0
IB033433,23,Female,Lucknow,Salaried,399700.0,,33,11570.0,-0.1008,12.0,20.0,5.0,9.0,0.0,0.0,0,0,1,0
IB004100,60,Male,Nashik,Student,259400.0,672.0,144,15010.0,-0.084,5.0,4.0,,0.0,2.0,3.0,1,0,1,0
IB046124,36,Female,Varanasi,Salaried,782600.0,723.0,68,78230.0,-0.1299,9.0,8.0,1.0,8.0,1.0,2.0,1,0,0,0
IB036706,36,Male,Thane,Salaried,1013500.0,696.0,129,108860.0,-0.1804,8.0,25.0,,12.0,1.0,1.0,0,0,1,0
IB042217,37,Male,Kolkata,Salaried,380200.0,606.0,134,6190.0,-0.0233,7.0,12.0,4.0,4.0,0.0,6.0,0,0,0,0
IB035750,39,Male,Kolkata,Salaried,524000.0,631.0,159,54500.0,-0.083,13.0,8.0,3.0,3.0,2.0,3.0,1,0,0,0
IB022605,30,Female,Vadodara,Salaried,619800.0,571.0,119,34130.0,0.0745,10.0,14.0,5.0,8.0,0.0,0.0,0,0,1,0
IB003134,59,Male,Delhi,Salaried,955600.0,636.0,111,40300.0,0.0726,8.0,10.0,3.0,3.0,1.0,5.0,1,0,0,0
IB033277,50,Female,Ranchi,Salaried,840300.0,589.0,144,75010.0,-0.0671,5.0,11.0,2.0,4.0,3.0,2.0,0,0,1,1
IB025925,26,Female,Howrah,Retired,479100.0,615.0,96,10030.0,-0.0476,16.0,18.0,2.0,4.0,2.0,2.0,0,0,0,1
IB006251,65,Male,Hyderabad,Salaried,1354400.0,674.0,150,138760.0,-0.207,8.0,15.0,3.0,11.0,1.0,1.0,1,1,0,0
IB035422,23,Female,Bengaluru,Salaried,1054100.0,,6,52420.0,0.0613,8.0,19.0,2.0,12.0,3.0,4.0,1,0,0,0
IB045740,43,Female,Bengaluru,Business,,707.0,132,123730.0,-0.0129,5.0,13.0,5.0,7.0,1.0,,1,0,1,0
IB034983,66,Female,Chennai,Business,2655900.0,754.0,176,392350.0,-0.0728,,,2.0,,0.0,1.0,1,0,0,0
IB022669,58,Male,Vadodara,Salaried,647200.0,610.0,142,56570.0,-0.2396,8.0,9.0,7.0,2.0,3.0,4.0,1,0,0,0
IB048760,22,Male,Faridabad,Self_Employed,1025100.0,,48,104690.0,0.0087,13.0,9.0,1.0,6.0,1.0,4.0,0,1,1,0
IB030069,23,Female,Mumbai,Salaried,1141800.0,,35,52910.0,-0.1086,16.0,11.0,,7.0,3.0,,1,0,1,0
IB009229,70,Male,Mysuru,Salaried,681400.0,710.0,116,62350.0,0.2443,,,,,1.0,0.0,0,0,0,0
IB019139,62,Female,Pune,Salaried,870700.0,671.0,144,,,4.0,8.0,,3.0,2.0,,1,0,1,0
IB044124,70,Male,Ahmedabad,Salaried,648400.0,701.0,124,43030.0,0.0207,,,5.0,,1.0,6.0,0,0,0,0
IB014892,44,Male,Hyderabad,Retired,436200.0,757.0,157,,,8.0,11.0,2.0,8.0,2.0,2.0,1,0,0,0
IB046228,62,Female,Bhopal,Business,2172500.0,669.0,137,299820.0,-0.0663,4.0,22.0,2.0,3.0,0.0,3.0,1,1,0,0
IB006079,23,Male,Kanpur,Self_Employed,884900.0,610.0,37,48870.0,-0.0419,16.0,16.0,,1.0,1.0,3.0,1,0,0,0
IB028405,43,Male,Bengaluru,Salaried,920300.0,690.0,157,68130.0,-0.1576,7.0,12.0,4.0,2.0,2.0,3.0,0,0,0,0
IB045962,51,Male,Patna,Self_Employed,,777.0,133,15190.0,-0.0236,9.0,7.0,6.0,4.0,1.0,3.0,0,0,0,0
IB001862,26,Female,Kanpur,Retired,326300.0,,35,11800.0,-0.1592,16.0,11.0,2.0,4.0,0.0,4.0,1,0,0,0
IB008075,66,Female,Bengaluru,Self_Employed,,633.0,125,80660.0,0.0768,,,2.0,,1.0,,1,0,0,0
IB032252,34,Female,Vadodara,Self_Employed,947500.0,674.0,173,60420.0,-0.1285,9.0,12.0,4.0,3.0,0.0,1.0,0,0,1,0
IB026336,21,Female,Jaipur,Salaried,590600.0,525.0,36,13160.0,-0.2343,10.0,18.0,,6.0,3.0,2.0,0,1,1,0
IB041259,47,Female,Kolkata,Self_Employed,735400.0,691.0,128,,,10.0,16.0,3.0,3.0,1.0,0.0,0,0,0,0
IB013687,25,Female,Kolkata,Self_Employed,416400.0,633.0,35,24130.0,-0.1327,10.0,11.0,,8.0,1.0,2.0,0,0,0,1
IB027372,47,Female,Hyderabad,Self_Employed,,592.0,145,22640.0,0.1077,8.0,11.0,7.0,3.0,1.0,0.0,0,1,0,0
IB019613,33,Male,Ludhiana,Student,274500.0,592.0,122,13740.0,-0.0683,4.0,17.0,1.0,2.0,2.0,2.0,0,1,0,1
IB013023,50,Female,Meerut,Self_Employed,835700.0,601.0,119,60570.0,-0.1223,0.0,7.0,2.0,1.0,0.0,1.0,1,0,1,1
IB041003,46,Male,Kolkata,Retired,243600.0,616.0,159,12660.0,0.0286,5.0,6.0,6.0,4.0,1.0,2.0,0,0,0,0
IB028415,31,Male,Pimpri-Chinchwad,Salaried,686600.0,608.0,149,,,9.0,5.0,7.0,4.0,1.0,2.0,0,0,1,0
IB035814,49,Female,Hyderabad,Salaried,865800.0,691.0,91,62340.0,0.0069,7.0,7.0,2.0,5.0,1.0,2.0,0,1,0,0
IB016088,68,Female,Lucknow,Business,1433500.0,736.0,174,198570.0,-0.0911,,,4.0,,1.0,2.0,1,0,1,0
IB021724,37,Female,Vadodara,Retired,376200.0,658.0,149,4770.0,-0.6187,10.0,12.0,2.0,5.0,2.0,4.0,1,0,0,1
IB008404,70,Male,Bengaluru,Student,150400.0,745.0,156,500.0,-0.2016,,,5.0,,1.0,0.0,1,1,1,1
IB037144,47,Female,Patna,Salaried,636400.0,572.0,161,,,3.0,6.0,6.0,3.0,2.0,4.0,0,0,1,0
IB001053,68,Female,Ranchi,Salaried,773100.0,753.0,169,29160.0,-0.0108,,,7.0,,0.0,2.0,1,0,1,0
IB011668,41,Female,Delhi,Salaried,621400.0,650.0,141,45310.0,0.2644,9.0,7.0,2.0,6.0,2.0,4.0,1,0,0,1
IB035241,71,Female,Indore,Self_Employed,1132100.0,640.0,133,94560.0,0.0178,,,,,0.0,1.0,0,0,1,0
IB025687,35,Female,Faridabad,Salaried,839700.0,673.0,132,38150.0,-0.0426,8.0,11.0,,2.0,1.0,4.0,1,1,0,0
IB043839,57,Male,Ahmedabad,Business,,709.0,153,159610.0,-0.1715,6.0,15.0,4.0,5.0,1.0,0.0,0,0,1,1
IB001632,64,Male,Hyderabad,Self_Employed,,642.0,105,151270.0,-0.127,,,7.0,,0.0,8.0,1,1,1,0
IB004900,66,Female,Hyderabad,Salaried,842600.0,590.0,116,41640.0,-0.3474,,,6.0,,8.0,5.0,0,0,0,1
IB000135,38,Female,Mumbai,Salaried,1234800.0,599.0,146,50040.0,-0.0212,8.0,23.0,2.0,10.0,3.0,,1,1,0,0
IB047497,65,Female,Hyderabad,Salaried,1036700.0,723.0,69,62710.0,-0.1123,,,7.0,,2.0,4.0,1,1,0,0
IB021213,39,Female,Bengaluru,Business,,665.0,119,,,6.0,15.0,5.0,4.0,0.0,1.0,0,0,1,0
IB011917,24,Female,Chennai,Retired,475700.0,586.0,7,40080.0,-0.0849,8.0,16.0,,6.0,1.0,2.0,1,0,0,1
IB044737,40,Male,Delhi,Salaried,565400.0,605.0,134,59920.0,-0.044,6.0,6.0,1.0,2.0,3.0,4.0,0,0,0,1
